	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
10	-0.82426804	0.44418275	-0.22005115	-0.93426585	0.4390078	-0.13662533	0.7294478	-1.1982278	-2.7082043	-0.043749064	1.1966664	-0.13826945	0.5805976	-0.7476004	0.7507289	-0.09983954	1.2887084	0.21651764	-0.9242126	0.44077504	-0.33160272	-0.41368824	1.4173826	0.0071094846	0.31887847	0.5254663	0.91309834	-0.64890164	1.411859	-0.5090045	-0.5118662	-0.5353003	1.850641	0.49384558	0.6173112	-0.1646518	0.2418022	0.59548587	-0.5859528	1.0166199	-0.26442814	0.23553659	0.20946638	0.25965765	-0.1345883	0.6915519	0.0504007	0.3505773	0.33924013	-0.8001612	-0.6522326	-0.44740325	-0.038903467	1.7763584	1.043081	-0.38636005	-0.41381377	1.56904	-1.0238997	0.53403354	0.12571539	0.10620056	0.55784255	0.959045	0.5560728	-0.46932703	-0.6264576	-0.37717184	-0.21502435	0.53672695	-0.25928614	1.2350122	0.24546376	-0.25481948	0.3965552	1.0176594	-0.61908567	0.87095237	-0.6012322	-0.09599414	-0.073024645	0.5664941	-1.0708374	-0.61067057	-1.2479446	-0.019595778	-0.42324337	-0.4451512	1.5775123	1.9926896	-0.25694725	-0.64959604	0.026106197	0.30112702	-1.4529207	-1.0847298	1.1119246	-0.6242986	0.11926827	-1.4317123
11	0.5629815	1.5423855	-0.3155002	0.20454012	0.58016413	-1.0221251	-0.068505496	-0.67580515	-2.0851004	-0.043669928	0.24767885	-0.32477304	-0.6013394	0.5319663	0.42571828	0.22434054	-0.3741541	1.0606315	-0.4096707	-0.36722428	-1.5051794	0.17148492	1.0920048	-0.3642094	0.027185332	0.44930154	0.1944359	0.05559167	0.5095461	-0.5162673	-0.36241725	-1.337144	-0.044220783	0.5689256	0.069126345	-0.18339267	-0.5830572	0.8067607	0.11063278	-0.4100053	-0.08007155	0.15907659	-0.20001215	-1.2500199	-0.33038312	-0.09740502	-0.12219185	-0.74233574	0.6268177	-0.37297618	-0.12726575	0.27640897	0.70624113	0.46802065	0.6331561	0.19009857	0.31418678	0.7836241	1.0422934	-0.41258946	-0.0647151	-0.49664542	-0.52280724	-0.6713018	0.44769976	0.49141964	-1.3737326	-0.84195775	0.54726195	1.421031	-0.28782564	0.9584851	0.19662385	-0.2669909	-0.21346322	0.6045232	0.014491163	1.5436982	0.036607377	-0.52384454	-0.39139405	1.5069855	0.539974	-0.13575989	0.599956	-0.8571738	-1.3579304	-0.9250904	1.6408051	0.32249168	-1.0829421	-1.1951745	-0.6758043	0.35513946	0.09646248	-1.0680201	1.045098	0.7498133	-0.43662685	0.49629125
12	-0.164012	0.5578951	1.2053233	-1.0188837	1.343626	0.7307171	-0.12399293	1.0523014	-0.7073184	0.14161131	-0.055028725	-1.1940565	-0.2989761	-0.59473497	0.25969145	-0.19248211	0.9261751	0.67500293	0.8386327	0.004806155	0.8990436	-0.66951066	1.3725669	0.058288984	-0.5109778	1.1930338	0.49643743	-0.1336216	1.457332	0.32455772	-0.61679953	0.6534492	-0.67725796	0.08402998	0.70367414	-1.8331126	-0.8061516	0.93091524	0.9140462	-0.21784201	0.14540584	1.1937292	-0.9184832	0.47624427	-0.4142418	-0.26975214	1.8928192	0.96653736	-1.6566567	0.26632154	-0.14856441	-0.13133618	0.60909736	-1.3440406	1.7758238	-0.45361137	0.1540038	1.0163844	0.3782104	0.4636868	-1.4884965	0.42532864	1.1573454	0.72800773	-0.29616678	-1.2692673	0.5360707	-0.4200696	-0.57741946	0.44217134	0.20295416	-1.0754362	0.71829647	-0.57197446	-0.91345	0.12644355	-0.6461045	-0.19082265	0.25232255	0.0751529	-0.67149496	1.2093112	-0.6814856	-0.41646293	0.29143515	-0.7612444	-0.6330095	-0.7375724	-0.71828246	0.49462068	0.05754197	-0.4219055	-0.7178732	-1.4872766	-0.38813573	-0.15391055	0.48799318	0.4384824	0.6103432	-0.32327586
13	0.25843555	1.7498919	-0.9152142	-0.94676757	0.35442638	0.06821874	0.1922415	0.77423143	-0.82642025	-0.053003192	-0.68648905	0.25779566	-0.462377	-1.192615	1.1523387	-0.8358146	1.181433	0.29597643	-0.78402495	-0.44958326	0.43751743	-0.25669378	0.46225986	1.2106081	-0.9077597	-0.3091053	0.07186288	-0.88566536	-0.6410426	0.39468256	1.1984342	0.9064695	0.71075577	-0.40533146	0.8707046	0.64740825	-0.6706924	-0.16425072	0.33840194	0.6161169	0.25960246	0.14923291	-0.58973426	0.8241653	-0.7575344	0.4084357	0.6465027	0.40191063	0.5670005	0.21744074	0.9363027	-0.5364876	-0.34803048	-1.3368491	-0.65817785	0.029613983	-0.33252856	0.37685683	0.26049632	1.0084559	0.569727	0.9563404	-0.62625146	0.2841276	0.48402157	0.014076914	0.598015	-0.21865612	0.32310703	0.4119933	-0.55931926	-1.0705323	-0.4499683	1.0570432	0.6156926	1.9626746	0.06471891	0.29145995	0.1106916	-1.4822698	0.6749757	-0.3456027	0.53231096	-0.11648181	1.2394377	0.6779862	-0.5305751	0.018062923	0.6551736	-0.6437321	-0.2825714	0.31067827	0.42410704	-0.5126633	-2.0388632	0.2719879	1.3250451	-0.39328584	-0.1327379	0.17004712
14	0.66306496	-0.82630265	-0.76753515	-0.068001024	-1.4238683	0.6678138	1.4344287	0.39023626	0.72175205	-1.1334713	0.26469696	2.0049253	0.15139003	-1.2492392	-0.39098516	-0.30430612	1.5776485	-0.17914866	0.18917887	-0.060120896	0.7423856	0.5258205	-0.9678237	-0.14591223	-0.5709389	1.5828826	-0.4960253	2.2759044	-2.099273	0.32347938	0.781368	1.8623732	0.7471368	-0.6288272	-0.9418678	-0.69913477	-0.2669384	-0.0966516	-0.5870195	-0.4761477	0.042643163	0.85893965	0.7497227	1.085547	-0.32781577	-1.1635327	-1.1516807	1.4917276	1.841011	1.8306044	1.2631288	-1.158934	-0.69428575	-2.2657776	-2.6493914	-0.48725086	0.55942476	1.4003022	-2.3771539	2.5975978	0.022066725	1.1944392	-1.7380584	1.0309614	-0.54524106	-0.4137375	-1.586855	1.1442914	-0.6331846	-1.2010404	-1.1183735	-0.5313439	1.7626438	-2.169159	-0.7661855	-0.637237	0.8374611	0.4606951	-0.80816793	-1.8203803	0.59475327	-3.1105196	0.07081488	1.0727768	-0.49553606	1.266416	-0.6475739	0.24326931	-0.26150742	-0.807213	3.8708193	0.99045914	0.15526012	1.0067871	0.74126536	-0.2603544	-1.1425822	0.4031334	-0.0011941969	1.7970191
15	-1.0871072	1.4123203	1.2681173	0.5405126	-0.30824965	-0.8011291	-0.34621993	-0.16158564	-1.2779895	0.53812975	-0.0016127535	-1.4762458	0.4846575	-0.370554	0.9200937	-0.5401045	0.20534179	-1.6707355	-0.6443097	-0.49063984	-0.5123976	0.5095233	0.6795228	0.27039656	-0.09041804	-0.08819758	0.51471376	0.6496818	0.232514	-0.6056126	-0.49060568	-0.20664023	-0.1305432	0.8639831	-0.45864233	1.0258048	0.5836933	-0.7178909	0.37951452	0.11057078	-0.26326382	1.1913512	-0.43021056	-0.59958565	-1.8695078	0.86767507	0.67001796	-0.42842335	-0.4163182	-0.32676968	-0.44528657	-0.4948379	1.080111	0.12609215	1.2376063	0.862078	0.7314052	0.6259535	1.2364651	-0.46034712	0.61688066	-0.1691775	0.111024305	0.4019963	-0.31503937	-0.65525645	-0.98452264	0.3335881	-0.30619735	0.73871726	-1.2534732	-0.39630714	0.92354286	0.08813262	-0.3938298	0.17849053	0.43142843	-0.08364059	0.14155151	0.02680617	-1.2850635	0.85768586	-0.025935201	0.16816877	-0.95127296	0.23367132	-0.3383317	-0.6380104	0.8150425	0.9428844	-1.4367863	1.0387061	0.47161236	-0.79068017	0.37899613	0.40185648	0.5201608	-0.19876604	1.4855174	-0.3726489
16	0.25168788	0.33203864	-0.6798359	0.34549087	1.813518	-0.043656785	0.39063942	0.33000177	0.21793945	-0.010529461	-1.7439332	0.32192492	0.047560856	-0.9981198	1.357554	-0.67526245	-0.4239437	-0.5589528	0.160057	0.075155236	-0.4761521	-1.9688431	-0.5306111	-0.23945017	-0.012761313	-1.1733452	-0.640447	-1.1113329	0.6896398	-0.89396673	1.2959211	0.080469295	-0.09801685	0.21393414	0.8990389	-0.88322896	1.5440835	0.37040532	-0.9099697	1.1396161	-0.6018192	0.26346448	0.8045809	0.079310946	0.50428903	-0.40034264	-0.94349885	-0.047359172	-0.89828914	0.61797005	-0.4905166	-0.028122118	0.15885526	0.6438037	-0.3350994	0.4213279	-1.9021292	-0.8592778	-1.3350025	0.21123667	0.66446775	-0.33690163	0.89799964	0.45282638	-0.0834396	-0.3943497	1.0225548	1.2037429	1.0993702	-0.18304616	-1.1247959	-0.6527356	-1.484851	1.4466003	0.68259186	-1.2720407	0.1512566	0.10808411	1.4122338	-0.0403304	0.9138013	-0.11728108	-0.57526517	-1.1295595	0.0099615315	-0.1067852	0.2164321	0.45244905	0.3081385	-1.7892263	-0.26157925	0.041052785	0.89774156	0.044037063	-2.1421404	0.67416435	0.95662963	-0.027939044	-0.053128187	-0.6079182
17	1.2747204	0.9175287	1.4200932	-0.29562622	1.360721	-1.6204337	1.5322827	-0.5403591	-0.7079129	0.52170146	-0.5220726	-1.1497682	1.5534806	-1.0142728	1.6917664	-1.725431	-0.8055227	0.49506295	1.2461137	-1.7915431	1.1169972	0.8420121	-0.506648	-0.022346988	-1.0256088	-1.1739849	-0.33101413	-1.6854477	0.08852769	-0.8820644	1.3688796	-0.654159	-1.2670085	0.09522601	2.2539053	1.4418635	-1.8424582	1.7982193	0.3734726	-1.2404767	1.3630452	-1.7643738	1.5790789	0.17786166	-0.339676	-0.9366164	-0.012667346	-1.7124661	-0.17060846	0.56323516	0.16965212	0.51201653	1.3533927	-0.9456989	2.1220481	0.43942133	0.64087766	0.068083525	1.6400794	0.08747391	-1.10411	-1.3969593	-0.74123114	0.026577698	-0.15411395	1.4178742	-1.167009	0.31966263	0.9331167	-1.6436919	0.5471819	-0.70124424	0.5300815	2.9551132	1.748951	0.6787677	1.5428041	1.0216546	1.4725398	1.7252818	-0.20703956	0.66325736	0.22917177	-1.492409	1.9380527	0.16018823	0.44371134	-0.15079002	1.3559905	-0.051442232	-0.56656235	-0.5949346	0.98383296	-2.4088154	-0.6955958	1.7026881	0.24399048	1.2032979	0.6021768	-1.373609
18	1.4061564	1.1095006	-1.4423195	0.0058372132	0.81669176	0.5587918	0.37886447	1.2949269	-0.25868002	0.39005443	0.1759328	-0.99967664	1.104246	-0.9789851	1.403117	-0.7045045	0.5904798	-0.12761128	0.333489	-1.4222053	0.562842	-0.9972892	-0.25175932	1.4215935	-0.876321	-0.00032362746	-0.16517718	0.945574	0.3337164	-1.4457434	2.1997776	1.079723	0.55025834	-1.1066442	1.0813348	0.3571471	1.1047928	1.3610356	-0.42155793	-0.27943867	0.8989398	-0.40471044	1.4281231	0.7668664	-1.5881847	0.35641184	0.716727	-0.12582108	-0.002599926	-1.0620475	-0.037766423	-0.72749734	-1.2006041	-0.6822712	0.7730032	2.4325023	-0.2299175	1.1371644	-0.32197693	-0.36446837	0.84161514	1.2689039	-0.1163426	1.3097079	-0.33506948	0.40910977	1.3551208	0.5929123	0.30809695	-1.1055843	0.41816744	-0.59309834	-0.2048064	1.7116169	0.42865026	0.49850708	0.064404376	0.8397615	-0.83682	-0.96973324	0.20114884	-0.16520675	-0.5555741	-1.1823378	2.3753147	0.021092823	-0.39624867	0.701303	-0.12883149	-1.9472871	0.08053947	-1.1768651	1.0921025	0.15723668	-2.1569142	0.8254065	1.2664471	-0.5728732	-0.027588563	-0.13471635
19	0.43977082	0.12782836	-1.2414367	-0.7417578	0.46098414	0.06013934	0.3883646	-1.0609148	-0.029859168	-0.09275632	0.39698124	0.17446418	-0.47682938	-0.3361234	0.43779472	-0.28279525	0.7229771	0.48641568	1.5702908	1.2181213	-0.7309036	-0.4282845	-0.8043131	-0.9752219	-0.18813905	0.21530092	1.2051809	0.34503385	1.0989606	-0.06806504	-0.8720208	-0.3224161	-0.5983659	0.17564113	-1.4714179	-0.99716026	0.26056322	0.7659929	1.0086432	0.45277736	-1.1288555	1.293813	1.1091897	-0.68411523	-0.38270316	0.6773805	-1.0592581	0.7174395	-1.3692095	-0.947855	-0.32200164	0.048598085	1.6049607	1.481237	1.1926758	-0.48659346	0.23355852	1.0801537	-0.08992128	-0.3404982	0.06146911	-0.96693146	-0.7051521	0.6856523	0.12356189	-0.50017965	-0.7972833	-0.56109965	0.766276	-1.2143672	-0.74958503	-0.033292726	1.0423765	-0.99275947	-0.2198848	-0.07603057	-1.5026921	0.74402446	0.5244502	-1.6729963	0.28264937	0.8572594	-0.02060245	-0.8852274	0.8921353	0.6920454	1.2094277	-0.5666749	0.5037764	1.1564194	-0.15909597	-0.4319887	-0.29299617	0.0469224	-1.2883476	-0.3748296	0.018787375	0.8720267	-0.46635348	-0.25631303
